qid,context,question,answer,tag
phone_759,mình quá thất vọng về sam sung.dùng tháng 3 ngày hỏng mích thu mang đến tt bảo hành sửa lại phải chờ 2 ngày mới lấy dk.mich thu mà chưa có nữa thì cũng gọi là ttbh sam sung nữa chứ.vân tay thì chưa bao giờ mở dk 1 lần,Bảo mật vân tay trên máy như thế nào?,chưa bao giờ mở dk 1 lần,phone
phone_922,"Rất thất vọng khi mua oppo a9 2020.Pin 5000mh nhưng lại yếu sinh lý. Không sử dụng để chế độ máy bay, tắt hết đa nhiệm. Qua đêm tới sáng giảm 4% pin. Pin nhiều, máy cầm nặng tay nhưng chả được tích sự gì. Camera quãng cáo bảo ok nhưng sử dụng khá thất vọng. Cùng thông số nhưng thua xa realme 5 pro.Tôi chấp nhận màn hình xấu vì muốn pin trâu và camera ổn.",Người dùng cảm thấy như thế nào khi mua sản phẩm?,Rất thất vọng,phone
phone_1039,"Chụp ảnh rất ưng, loa cũng ok còn một số điểm không ok là cảm ứng. Dù mới mua nhưng cảm ứng không được nhạy, hay nhảy linh tinh. Coppy trên link cũng không được như những điện thoại khác, mạng rất kém dù tốc độ cao nhưng vào fb, zalo xem hình chỉ thấy quay. Pin hao nhanh dù mới sạc đầy nhưng lướt vài cái là đã tụt, kể cả không dùng gì nhưng để qua đêm cũng thấy tụt còn 98 trong khi con moto vào zalo, fb, xem hết bộ phim và để qua đêm vẫn 100.",Điều gì khiến người dùng ưng nhất ở sản phẩm?,Chụp ảnh,phone
phone_990,Vừa sử dụng ít hôm mình thấy thế này. -Pin dung lượng khá nhưng nếu bạn nào kết nối tai nghe và đồng hồ qua blut mà k dùng thì pin vẫn tụt khá nhanh. -Về lỗ sạt thì cắm vào cảm giác nó khá lỏng- cảm biến vân tay thì nhận dạng không đc mượt cho lắm,Pin của sản phẩm ra sao khi kết nối bluetool mà không sử dụng?,tụt khá nhanh,phone
phone_863,"đây là đánh giá khách quan nhất của mình. mặt lưng rất đẹp. loa to nhưng ko có bass. pin rất trâu fb youtube chrome phải 2 ngày mới hết. tầm giá này camera chỉ gọi cho có thôi, cả trc cả sau đều xấu. màn hình viền khá mỏng nên dễ chạm nhầm khi xem youtube. à màn hình nhô cao nên cầm hơi khó chịu. đáng mua hơn redmi 8 và realme 3 và c3. phù hợp cho ng lớn tuổi đọc báo lướt fb",Đánh giá của khách hàng về thiết kế mặt lưng máy như thế nào?,mặt lưng rất đẹp,phone
phone_2815,"Máy sử dụng gần 1 tháng quá tuyệt vời. 2 ngày đầu tiên đt hao pin kinh khủng xài mới 6 tiếng, on screen 4 tiếng là đã hết. Tuy nhiên sau khoảng 1 tuần thì thời gian on screen được khoảng 8 tiếng, xài gần 20 tiếng còn 10% pin lúc này mình cắm sạc.Camera tuyệt đẹp khỏi chê, có lỡ tay làm rớt vài lần từ giường xuống đất nhưng vẫn ngon ơ bóng bẫy. Những trải nghiệm khác cũng cực kì mượt mà và thoải mái.Mua được con này với giá giảm còn 15,990,000 là quá hời rồi ^^","Sau 1 tháng trải nghiệm, người dùng đánh giá sản phẩm thế nào?",quá tuyệt vời,phone
phone_249,K chề vào đâu đc đáp ứng tất cả các nhu cầu lưới web xem phim vô cùg mượt mà mình đâu thấy nó có giật lác gì đâuMấy bạn đánh giá có tâm chút đi tối ngày cứ chê cái này cái kia tùm lum ht giỏi mà đi làm cái đt cho người việt sài đi nhe🤪🤪🤪🤪🤪🤪🤪,Cảm nhận của khách hàng là gì sau khi sử dụng sản phẩm?,K chề vào đâu đc ,phone
phone_3195,"Mình mới mua máy hơn tuần dùng rất là ok luôn,nhân viên tgdđ thì nhiệt tình đáng yêu.. Nói chung là tuyệt với😍😍",Người dùng có nhận xét gì về sản phẩm sau khi sử dụng? ,dùng rất là ok,phone
phone_3011,"Sau 2 tháng trải nghiệm mình có nhận xét như sau,,,vs 1 người k chơi game như mình thì máy đáp ứng rất tốt các tác vụ bình thường,,,vì mình chủ yếu là quay lip để bán gà và lướt web nên máy sử lý rất tốt,,chua gặp bất cứ 1 lỗi nhỏ nào...chắc là tại mình hên nên mua dc ngay con máy tốt,,Tuyệt vời cho 1 cuộc tình...",Điện thoại đáp ứng các tác vụ cơ bản như thế nào?,rất tốt,phone
phone_2684,"máy em xài được một tuần khá là ok,pin trâu,mượt,với lại ít khi nóng máy mà có nóng thì nó không nóng lắm, không có hỗ trợ sạc nhanh nhưng sạc tầm 2 tiếng 3 tiếng vậy là được rồi, cam siêu đẹp luôn,chỉ có điều máy hơi nặng nên cầm mỏi tay một chút",Sản phẩm được nhận xét thế nào sau 1 tuần sử dụng?,khá là ok,phone
phone_1792,"Đắn đo con này với Oppo A5 2020 cuối cùng mua về ôm hận. Cảm ứng nhảy lung tung, lúc được lúc không, cài lại máy cũng vẫn bị. Xài cả chục máy Samsung từ cao cấp đến trung cấp chưa khi nào bị vậy. Samsung nên thu hồi sp này, không nên tiếp tục bán cho khách nữa.",Sản phẩm này có lỗi gì?,"Cảm ứng nhảy lung tung, lúc được lúc không",phone
phone_1990,"Đổi từ note8 lên note10+. Cái cảm giác nó phê, máy đẹp mê ly, khác hẳn con note8 nhiều điểm xấu quá. Mình qđ đổi máy gọi là nhanh như suy nghĩ đến bjo vẫn k giải thích nổi haha. Hôm xem có km đổi máy cũ, giảm 3tr + 2tr+ đồng hồ. Thấy hay hay đi đổi luôn. Mỗi tội pin vẫn chưa dc trâu bò cho lắm. Còn mọi thứ ok hết.",Người dùng đánh giá gì về ngoại hình máy này?,đẹp mê ly,phone
phone_1812,"Không hài lòng với sản phẩm. Mới xài có 5 ngày mà thấy không êm rồi. Chỉ được cái chụp hình, nhìn đẹp thôi chứ chẳng thấy gì ngon. Cái mình mua 2 triệu 1 năm trước của vsmart mà lại chơi game mượt hơn con này. Bắt wifi, mạng 3g thua con rẻ tiền mình đang xài. Lần đầu xài sam sung mà thất vọng ghê",Cảm nhận về hiệu suất của điện thoại sau một thời gian sử dụng là gì?,Mới xài có 5 ngày mà thấy không êm rồi,phone
phone_2251,"Điện thoại xài rất oke, chup anh tuyệt vời chức năng tuyệt vời pin khủng xài cả ngày chơi game lướt wwep tẹt ga Nhưng từ lúc sd dòng xiaomi đến nay. Tui công nhận CHƯA có coa cái ĐT nào quét code QR và 128 cùi như con này Cực kì dở, bực mình, dở tệ. . Quét code dợi 20s -30s mới quét xong.",Khách dùng máy này thấy thế nào?,rất oke,phone
phone_2185,"Đã dùng A51 được gần 1 nămVề cơ bẩn thấy máy rất okChơi game kiểu liên quân hay rắn ol thì chỉ cần kết lối mạng ổn định là thoải con gà máiẢnh chụp đẹp thì khỏi chê trong tầm giáƯng nhất là màn hình ra nắng , đứng ngoài trời vẫn hiển thị rất rõ k cần che jjj hết",Cần gì để có thể chơi game liên quân tốt trên máy này?,kết lối mạng ổn định,phone
phone_3049,"Máy mới mua , màn hình đẹp , cầm nắm tốt , camera lồi lên cũng nhiều :( chụp thấy hk dc đẹp và sáng lắm vào ban đêm, ban ngày rõ , game chiến đã tay, pin thấy quảng cáo 5000 mà sài cũng bình thường như bao điện thoại khác , phải chi giá còn 4.5 5 tr là ổn :( tiếc mua sớm quá",Ngoại hình của sản phẩm như thế nào?,màn hình đẹp,phone
phone_167,Máy chơi game rất nóng thua chip 712 trẽn realme 6pro các tác vụ khác thì binh thường pin trâu,Điểm gây thất vọng của máy khi chơi game là gì?,rất nóng,phone
phone_1859,"Mình hay mua máy ở tgdd vì máy ở đây bảo đảm và nhân viên phục vụ nhiệt tình. Lần này ra mua con 9s này là đã có điềm rồi. Lúc đầu lấy máy màu xanh bật nguồn ngồi đợi đến 15p máy ko lên luôn, xong đổi ra con máy màu xám. Bật cái lên trong vòng 5 đến 10 giây. Cảm thấy hài lòng và nhận máy đi về. Về xài mới thấy máy hay bị đơ quá. Đang chơi game nặng 1 xíu là đơ máy luôn. Không nhẽ lại ra trả chấp nhận chịu lỗ tiền vậy. Buồn cho ẻm này quá",Trong quá trình sử dụng thì máy có vấn đề gì?, hay bị đơ,phone
phone_2115,"- Đầu tiên nói về cách phục vụ của các bạn trong tgdd là không chê vào đâu được- Kế tiếp là nói về chiếc đt tôi mới mua (A70) và trải nhiệm sao 1 tuần cảm nhận của riêng tôi như thế này :  ƯU ĐIỂM :* Chiếc đt màng hình lớn vs kích thước 6.7 nên rất rộng. Xem youtube, chơi game trải nhiệm tốt và mượt(wifi)* Chụp hình rất ok đẹp.* Nhận diện khuôn mặt rất nhạy bén * Bộ nhớ lớn nên tải các trò chơi ứng dụng rất nhanh lưu dữ liệu khỏi nói* Bộ sạc rất nhanh khoảng tam 2t là đầy pin đầy   KHUYẾT ĐIỂM:* Cái đầu tiên cảm biến vân tay rất tệ. Thử mấy ngón mà mở k ra* Pin được cái sài đt xoay qua quay lại nó nuốt hết bao là pin . Không trâu như mjk nghĩ* Nếu chạy wifi thì còn j nói . Nhưng chạy 4g thì không ổn bằng con cũ của mjk",Màn hình máy có ưu điểm gì?,lớn vs kích thước 6.7 nên rất rộng,phone
phone_3051,"Tròn 6 tháng rước em này về rồi , phải nói quá tốt đối với một chiếc điện thoại trong phân khúc này . Pin trâu , thao tác mượt mà , loa nghe to rõ , camera sau chụp hình đẹp (camera trước cũng ổn chỉ là hơi ảo tí :v ) , sạc hơn 2 tiếng là đầy , có cảm biến vân tay nên mở máy siêu lẹ , bắt wifi tốt , màn hình sắc nét , có chế độ ghi màn hình , có cả chế độ rất lạ nhưng rất hữu ích là chụp màn hình dài . Nói chung là vô cùng ưng ý , quá đáng đồng tiền bát gạo khi quyết định mua chiếc điện thoại này !",Sản phẩm được đánh giá như thế nào đối với phân khúc giá được bán?,quá tốt,phone
phone_3099,"Mua đt gần 1 tháng rồi màn hình đẹp. các thao tác mượt .camera chụp hình nét . Cảm biến vân tay ok tay mình thường ra mồ hôi nhiều nhưng máy mở khóa rất chính xác do các bạn cài đặt vân tay ít ,thao tác để tay lên màn hình chưa 9 xác nên máy báo không khớp là đúng cảm biến vân tay kh tệ như các bạn nghỉ đâu rất ok chỉ hơi chậm so vs các đối thủ trong phân khúc thôi...",Chất lượng màn hình như thế nào?,đẹp,phone
phone_3134,"Sản phẩm tuyệt vời hơn mong đợi! Máy pin rất lâu,xem phim liên tục mấy tiếng cũng k bị nóng. Cấu hình cao nên vừa chơi game vừa nt k bị lác,mong vivo ra sp thật chất lượng như vậy thật nhìu nha 😍",Thời lượng pin của máy ra sao?,pin rất lâu,phone
phone_910,Không biết mấy bạn sài như thế nào và dùng vài việc gì.hay không dùng mà chỉ lên đây chê bai này nọ ni kia.riêng mình thấy đáng mua nhất trong tầm giá này.mình chơi liên quân ok.võ lâm jx1 efun ok.pin trâu.nhạc thì loa hơi nhỏ.chụp ảnh thì tàm tạm.mấy bạn về cập nhật lên vos 3.0 mượt khỏi chê.hàng vn chất lượng tốt.nói chung ko thua 1 hãng nào cả.còn về lâu dài thì ko biết sao.nhưng thấy bh 18 tháng quá ổn.các bạn nên mua ko phải lo đâu.cái gì không biết cứ đêm ra cửa hàng họ hướng dẫn cho.chúc các bạn có 1 lựa chon sáng suốt,Khách hàng nghĩ như thế nào về điện thoại khi nằm trong phân khúc giá này?,đáng mua nhất trong tầm giá này,phone
phone_771,"Nói chung xài rn4 được 2 tháng mình cảm thấy cực kì tốt trong tầm giá, đa nhiệm mượt, chơi game cực kì tốt khoong lag. Camera thì nhiều tính năng chụp hoài không chán. Ngoài ra công nghệ sạc của Oppo thì khỏi bàn cải rồi. Cùng tầm giá thịt mình cảm thấy rn4 tốt hơn kha khá hãng khác, thiết kế mỏng, gọn. Các bạn nên ra cửa hàng trải nghiệm thử chứ đừng có đọc ở trên mạng rồu đánh giá như đúng rồi 👍",Khách hàng đánh giá sản phẩm này như thế nào khi so với các sản phẩm khác trong tầm giá?,cực kì tốt,phone
phone_2852,"Mình mới mua 1 tuần... máy dùng ổn định. Mặc dù là cấu hình chơi game nặng k quá tốt nhưng các tính năng khác về trải nghiệm như camera, màn hình, pin thì rất ok... mấy thánh chưa dùng hết tính năng đã nhảy vào phán này nọ như đúng rồi.",Cầu hình đáp ứng nhu cầu chơi game có dung lượng lớn như thế nào?,k quá tốt,phone
phone_2742,"Dùng được hơn 2 tháng rồi thấy quá tốt!Android 9 hoạt động bình thường, tốt.Ưng chất camera! Tạo màu trung thức không bị ám màu xanh hoặc vàng như của Oppo, Samsung. Đặc biệt khả năng chụp đêm phơi sáng chống rung bằng tay, không cần tripod gì hết! Quá đã!Pin dùng chừng 2 tuần thì AI học được các ứng dụng thường sử dụng để tối ưu. Càng ngày pin dùng càng lâu thấy rõ!",Sau 2 tháng sử dụng thì máy được đánh giá thế nào?,quá tốt,phone
phone_938,"Mình có 1 số nhận xét về máy như sau :Ưu điểm1: nhân viên ở khu cầu xéo longg thành đồng nai tư vấn khá nhiệt tình và chu đáo 2: máy to đẹp đúng như mình mong muốn 3: cam rất đẹp thấy màn bảo mờ chứ mình thấy khá ổn và rõ chụp gần xa gì các đẹp Nhược điểm: pin tụt khá nhanh khi để ko ( chơi lq trận 20' mất 5% , nhưng sáng mình sạc 100% lên CTY chưa làm gì nhìn lại còn 99, 98 % ( khi ở chế độ mạng dữ liệu ) còn wiffi thì thấy gần 1h mới mất 1%. ) .ko biết MN như nào chứ mình thì như vậy đó",Nhân viên tại cửa hàng phục vụ như thế nào?,nhiệt tình và chu đáo,phone
phone_1642,"Mình mua máy đc 20 ngày, máy sử dụng mượt, ít giật lag, pin trâu, camera ổn, game mượt, trong phân khúc đt tầm trung ntn thì ko có gì để chê, mn nên mua, còn chuyện mn nói giật lag đứng máy các kiểu mình sử dụng có thấy gì đâu vẫn sử dụng BT mà.",Trong phân khúc này thì bạn thấy chất lượng sản phẩm như nào?,ko có gì để chê,phone
